,objectid,codigo,coord_x,coord_y,tipo,n_policia,observacao,fotos,morada,concelho,freguesia,zonam_and,descricao,name,cod_gis,cod_topo,cod_freg,n_ordem,cod_sgr,x,y
162,5201,COEM,158366.62486275,458955.44381573,postalete,597, ,D:\SIG\FOTOS\COEM.TIF,RUA PROF  AMADEU SANTOS,VILA NOVA DE GAIA,VALADARES,S2,COELHO MOREIRA,Coelho Moreira,,,,,,-8.628718343094627,41.098657863140616
163,5202,HUMB1,162136.89973852,468753.22274843,postalete, , ,D:\SIG\FOTOS\ARSF1.TIF,RUA GENERAL HUMBERTO DELGADO,MAIA,PEDROUÇOS,C9,HUMBERTO DELGADO,Humberto Delgado,,,,,,-8.58444834451136,41.187062253839485
164,5203,HUMB2,162122.66231903,468750.98703657,com painel abrigo, , ,D:\SIG\FOTOS\ARSF2.TIF,RUA GENERAL HUMBERTO DELGADO,MAIA,PEDROUÇOS,C9,HUMBERTO DELGADO,Humberto Delgado,,,,,,-8.584617898527624,41.18704145697595
165,5204,ARSM1,162285.40874436,468279.7504252,PARAGEM SEM ABRIGO, ,1,D:\SIG\FOTOS\ARSM1.TIF,RUA D. AFONSO HENRIQUES,GONDOMAR,RIO TINTO,C9,AREOSA (MERCADO),Areosa (Mercado),,,,,,-8.582649072279487,41.18280606677973
166,5205,ARSM2,162272.58804663,468287.75207586,PARAGEM SEM ABRIGO, ,1,D:\SIG\FOTOS\ARSM2.TIF,RUA D. AFONSO HENRIQUES,MAIA,PEDROUÇOS,C9,AREOSA (MERCADO),Areosa (Mercado),,,,,,-8.582802363768328,41.18287751578313
167,5206,AS1,162229.77562721,470859.07905875,PARAGEM COM ABRIGO C, , ,D:\SIG\FOTOS\AS  1.TIF,RUA DO MOSTEIRO,MAIA,ÁGUAS SANTAS,C9,ANTÓNIO SANTOS,António Santos,,,,,,-8.583471621048906,41.20602762467138
168,5207,AS2,162214.73812111,470856.53707044,PARAGEM COM ABRIGO C, , ,D:\SIG\FOTOS\AS  2.TIF,RUA DO MOSTEIRO,MAIA,ÁGUAS SANTAS,C9,ANTÓNIO SANTOS,António Santos,,,,,,-8.583650743595271,41.206004034003826
169,5208,ESED1,161013.17258201,468057.53680527,PARAGEM COM ABRIGO J, ,1,D:\SIG\FOTOS\ASER1.TIF,RUA DR.ROBERTO FRIAS,PORTO,PARANHOS,C6,ESC. SUP. EDUCAÇÃO,Esc. Sup. Educação,10011300105,RDRFR0,10,00105,0113,-8.59779741069088,41.18074490579948
170,5209,ASP3,161211.86937493,468155.70124359,com painel abrigo, ,1,D:\SIG\FOTOS\ASER3.TIF,VIA RAPIDA ESTRADA DA CIRCUNVA,PORTO,PARANHOS,C6,ASPRELA,Asprela,10011300017,ECIRC0,10,00017,0113,-8.595435648749408,41.18163833610219
171,5210,ASP4,161214.41842348,468185.08189619,postalete, ,1,D:\SIG\FOTOS\ASER4.TIF,VIA RAPIDA ESTRADA DA CIRCUNVA,MAIA,PEDROUÇOS,C6,ASPRELA,Asprela,,,,,,-8.595407135006285,41.181903000673294
172,5211,SETB1,156750.36006737,468288.65763,postalete, , ,D:\SIG\FOTOS\ASH.TIF,RUA SENHORA DA PENHA,MATOSINHOS,SENHORA DA HORA,C2,SETE BICAS,Sete Bicas,,,,,,-8.64861622258088,41.182608722444726
173,5212,ASOT1,165214.20579373,466477.36245502,PARAGEM COM ABRIGO C, , ,D:\SIG\FOTOS\ASOT1.TIF, ,GONDOMAR,RIO TINTO,C8,ALTO DE SOUTELO,Alto de Soutelo,,,,,,-8.54764066153225,41.166708577961096
174,5213,ASOT2,165329.1809724,466432.88279992,PARAGEM COM ABRIGO C, , ,D:\SIG\FOTOS\ASOT2.TIF,AVENIDA CARVALHA,GONDOMAR,FÂNZERES,C8,ALTO DE SOUTELO,Alto de Soutelo,,,,,,-8.546268174125874,41.16631301268188
175,5214,ASP1,158661.91795966,467598.74589775,PARAGEM COM ABRIGO J, , ,D:\SIG\FOTOS\ASP 1.TIF,RUA SANTA LUZIA,PORTO,RAMALDE,C2,ALBERTO SAMPAIO,Alberto Sampaio,11001200113,RSLUZ0,11,00120,0113,-8.62578768374541,41.17649706333242
176,5215,ASPL1,160434.81655403,468482.22217755,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\ASPL1.TIF,RUA ASPRELA,PORTO,PARANHOS,C5,ASPRELA,Asprela,10011300060,RASPR0,10,00060,0113,-8.604717528653428,41.18454063039214
177,5216,DB2,160527.29216899,468682.85941529,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\RDB 2.TIF,RUA OLIVEIRA GAIO,MATOSINHOS,S. MAMEDE DE INFESTA,C5,DR. BARROS,Dr. Barros,,,,,,-8.60362833528277,41.186351680432075
178,5217,ASRR1,167710.63975493,469423.6031012,postalete, , ,D:\SIG\FOTOS\ASRR1.TIF,RUA VASCO DA GAMA,GONDOMAR,BAGUIM DO MONTE,C8,ALTO DA SERRA,Alto da Serra,,,,,,-8.51805091375059,41.19334001309044
179,5218,ASRR2,167723.71637715,469553.57102914,PARAGEM COM ABRIGO J, , ,D:\SIG\FOTOS\ASRR2.TIF,ENG. DUARTE PACHECO,VALONGO,VALONGO,C10,ALTO DA SERRA,Alto da Serra,,,,,,-8.517901925471426,41.194510767875045
180,5219,ASRR3,167690.45029517,469563.83526675,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\ASRR3.TIF,ENG. DUARTE PACHECO,GONDOMAR,BAGUIM DO MONTE,C10,ALTO DA SERRA,Alto da Serra,,,,,,-8.518299012769171,41.19460185846215
181,5220,ASRR4,167681.33595899,469387.78072847,com painel abrigo, , ,D:\SIG\FOTOS\ASRR4.TIF,RUA VASCO DA GAMA,GONDOMAR,BAGUIM DO MONTE,C8,ALTO DA SERRA,Alto da Serra,,,,,,-8.518398318082227,41.193016296518664
182,5221,AST1,162691.34416366,471301.82113913,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\AST 1.TIF,RUA DO MOSTEIRO,MAIA,ÁGUAS SANTAS,C9,ÁGUAS SANTAS,Águas Santas,,,,,,-8.577995790440484,41.21003547958076
183,5222,AST2,162697.84092131,471334.55639927,PARAGEM COM ABRIGO C, , ,D:\SIG\FOTOS\AST 2.TIF,RUA DO MOSTEIRO,MAIA,ÁGUAS SANTAS,C9,ÁGUAS SANTAS,Águas Santas,,,,,,-8.577920333089141,41.21033052600827
184,5223,ASZ1,159854.2012511,470232.20045487,PARAGEM SEM ABRIGO,1164, ,D:\SIG\FOTOS\ASZ 1.TIF,RUA GODINHO DE FARIA,MATOSINHOS,S. MAMEDE DE INFESTA,C5,ABEL SALAZAR,Abel Salazar,,,,,,-8.611752464837672,41.20026865160071
185,5224,ASZ2,159847.72481716,470210.16736803,PARAGEM SEM ABRIGO,1055, ,D:\SIG\FOTOS\ASZ 2.TIF,RUA GODINHO DE FARIA,MATOSINHOS,S. MAMEDE DE INFESTA,C5,ABEL SALAZAR,Abel Salazar,,,,,,-8.611828223945952,41.20006994497256
186,5225,ASZ3,160104.61454929,470120.59276509,postalete, , ,D:\SIG\FOTOS\ASZ 3.TIF,RUA SANTOS DIAS,MATOSINHOS,S. MAMEDE DE INFESTA,C5,ABEL SALAZAR,Abel Salazar,,,,,,-8.608759951256687,41.19927616929198
187,5226,ASZ4,160065.60099394,470205.56175251,postalete,839, ,D:\SIG\FOTOS\ASZ 4.TIF,RUA SANTOS DIAS,MATOSINHOS,S. MAMEDE DE INFESTA,C5,ABEL SALAZAR,Abel Salazar,,,,,,-8.609230585358471,41.200039294987775
188,5227,ASZE1,156389.49625654,465466.58575292,postalete, , ,D:\SIG\FOTOS\ASZE1.TIF,RUA PINTOR ANTONIO CRUZ,PORTO,LORDELO DO OURO,C2,PINTOR ARPAD SZENES,Pintor Arpad Szenes,06011300008,RPACR0,06,00008,0113,-8.65271556649611,41.15717981193271
189,5228,ATSR1,167689.80857925,465724.59857815,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\ATSR1.TIF,RUA EDUARDO CASTRO GANDRA,GONDOMAR,S. PEDRO DA COVA,C11,ALTO DA SERRA,Alto da Serra,,,,,,-8.518103216065613,41.16003323197718
190,5229,ATSR2,167710.64000005,465715.42999836,PARAGEM COM ABRIGO C, , ,D:\SIG\FOTOS\ATSR2.TIF,RUA EDUARDO CASTRO GANDRA,GONDOMAR,S. PEDRO DA COVA,C11,ALTO DA SERRA,Alto da Serra,,,,,,-8.517854543172195,41.15995150846383
191,5230,PSP1,159008.50562729,473667.52839141,PARAGEM COM ABRIGO J, , ,D:\SIG\FOTOS\AUM.TIF,RUA DR AUGUSTO MARTINS,MAIA,MAIA,C5,PSP,PSP,,,,,,-8.622065011142894,41.23115739921591
192,5231,AUS,160766.03999791,465801.10000274,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\AUS.TIF,RUA ALEGRIA,PORTO,BONFIM,C1,ESC. AURÉLIA SOUSA,Esc. Aurélia Sousa,02011300014,RALEG1,02,00014,0113,-8.600597811613675,41.160416086376266
193,5232,AV1,157219.92899423,468440.00619862,postalete, ,1,D:\SIG\FOTOS\AV  1.TIF,VIA RAPIDA ESTRADA DA CIRCUNVA,PORTO,RAMALDE,C2,ALTO DO VISO,Alto do Viso,11000330113,ECIRC0,11,00033,0113,-8.643030530667598,41.18399648446883
194,5233,AV2,157363.57576456,468462.13321186,com painel abrigo,11432,1,D:\SIG\FOTOS\AV  2.TIF,VIA RAPIDA ESTRADA DA CIRCUNVA,MATOSINHOS,SENHORA DA HORA,C2,ALTO DO VISO,Alto do Viso,,,,,,-8.641320064511252,41.18420331997759
195,5234,CLVR1,169226.85196328,469501.33498422,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\AV5O.TIF,AVENIDA 5 OUTUBRO,VALONGO,VALONGO,C10,CALVÁRIO,Calvário,,,,,,-8.49998136661725,41.19409910881403
196,5235,QTM1,156829.50626343,474484.16730495,postalete, , ,D:\SIG\FOTOS\AVA 1.TIF,RUA PONTE DE MOREIRA,MAIA,MOREIRA,C5,QUINTA DE MOREIRA,Quinta de Moreira,,,,,,-8.648111667183079,41.238396216873134
197,5236,QTM2,156816.19362639,474475.48723456,com painel abrigo, , ,D:\SIG\FOTOS\AVA 2.TIF,RUA PONTE DE MOREIRA,MAIA,MOREIRA,C5,QUINTA DE MOREIRA,Quinta de Moreira,,,,,,-8.648269847860323,41.23831734809843
198,5237,AVC1,160535.84343741,466692.0456124,postalete, ,1,D:\SIG\FOTOS\AVC 1.TIF,RUA ALVARO DE CASTELOES,PORTO,PARANHOS,C1,AVAL CIMA,Aval Cima,10011300038,RACAS0,10,00038,0113,-8.60339787661014,41.168426923966585
199,5238,AVC2,160522.56521625,466665.65995853,postalete, ,1,D:\SIG\FOTOS\AVC 2.TIF,RUA ALVARO DE CASTELOES,PORTO,PARANHOS,C1,AVAL CIMA,Aval Cima,10011300039,RACAS0,10,00039,0113,-8.603554387561672,41.16818870083649
200,5239,AVF2,158658.56664587,466279.57422528,abrigo, , ,D:\SIG\FOTOS\AVF 2.TIF,RUA CONSTITUICAO,PORTO,CEDOFEITA,C1,AV.FRANÇA,Av. França,04011300005,RCONS0,04,00005,0113,-8.625738404201039,41.16461919208414
201,5240,AVLH2,157574.52917061,469894.21441382,postalete, , ,D:\SIG\FOTOS\AVLH2.TIF,RUA FONTE VELHA,MATOSINHOS,CUSTÓIAS,C5,AVILHÓ,Avilhó,,,,,,-8.638905367328015,41.197108704829795
202,5241,AVLM1,164102.72508979,470808.74079373,com painel abrigo, ,1,D:\SIG\FOTOS\AVLM1.TIF,AVENIDA DO LIDADOR DA MAIA,MAIA,ÁGUAS SANTAS,C9,AV.LIDADOR DA MAIA,Av. Lidador da Maia,,,,,,-8.56113892539758,41.205659689655626
203,5242,AUL2,160610.22260737,466863.20474369,postalete, ,1,D:\SIG\FOTOS\AL  4.TIF,RUA AUGUSTO LESSA,PORTO,PARANHOS,C1,AUGUSTO LESSA,Augusto Lessa,10011300043,RALES0,10,00043,0113,-8.602522648155755,41.16997166072237
204,5243,ALD1,154890.52490829,467004.19019582,PARAGEM COM ABRIGO J, , ,D:\SIG\FOTOS\ALD 1.TIF,RUA MARTIM MONIZ,PORTO,ALDOAR,C2,ALDOAR JUNTA FREG.,Aldoar Junta Freg.,01011300037,RMMON0,01,00037,0113,-8.670686678067304,41.17094176941842
205,5244,ALD2,154889.09470425,466974.8999677,PARAGEM COM ABRIGO J, , ,D:\SIG\FOTOS\ALD 2.TIF,RUA MARTIM MONIZ,PORTO,ALDOAR,C2,ALDOAR JUNTA FREG.,Aldoar Junta Freg.,01011300038,RMMON0,01,00038,0113,-8.670701557074931,41.170677966635225
206,5245,ALDN1,151566.60582499,472989.56023451,postalete, , ,D:\SIG\FOTOS\ALDN1.TIF,RUA OCIDENTAL,MATOSINHOS,PERAFITA,C4,ALDEIA NOVA,Aldeia Nova,,,,,,-8.710768730331242,41.22463991365289
207,5246,ALDN2,151559.99215449,472979.56829585,postalete, , ,D:\SIG\FOTOS\ALDN2.TIF,RUA OCIDENTAL,MATOSINHOS,PERAFITA,C4,ALDEIA NOVA,Aldeia Nova,,,,,,-8.71084680526914,41.2245495527371
208,5247,ALF,167104.73624786,474690.35833123,PARAGEM COM ABRIGO J, , ,D:\SIG\FOTOS\ALF.TIF,RUA VICENTE,VALONGO,ALFENA,N16,ALFENA,Alfena,,,,,,-8.525558220690346,41.24073728766822
209,5248,ALCF1,155207.19823215,467038.1331131,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\ALF 1.TIF,RUA MARTIM MONIZ,PORTO,ALDOAR,C2,ALCÁIDE FARIA,Alcáide Faria,01011300039,RMMON0,01,00039,0113,-8.666915766711112,41.17126502081248
210,5249,ALFG1,158955.56953345,463966.26135901,PARAGEM COM ABRIGO J, , ,D:\SIG\FOTOS\ALFG1.TIF,RUA NOVA DA ALFANDEGA,PORTO,MIRAGAIA,C1,ALFÂNDEGA,Alfândega,08011300001,RNALF0,08,00001,0113,-8.622044402747418,41.14380540376274
211,5250,ALFG2,158902.96593954,463978.66166465,PARAGEM COM ABRIGO J, , ,D:\SIG\FOTOS\ALFG2.TIF,RUA NOVA DA ALFANDEGA,PORTO,MIRAGAIA,C1,ALFÂNDEGA,Alfândega,08011300002,RNALF0,08,00002,0113,-8.622671793499,41.143914385301684
212,5251,ALFG3,158955.6938629,463988.08839998,postalete, , ,D:\SIG\FOTOS\ALFG3.TIF, ,PORTO,MIRAGAIA,C1,ALFÂNDEGA,Alfândega,08011300003,LALFA0,08,00003,0113,-8.622044386898637,41.144001939894224
213,5252,ALFK1,155278.64893621,465429.80909372,abrigo, , ,D:\SIG\FOTOS\ALFK1.TIF,RUA ALFREDO KEILL,PORTO,FOZ DO DOURO,C2,ALFREDO KEIL,Alfredo Keil,05011300002,RAKEI0,05,00002,0113,-8.665946676458963,41.15678792093914
214,5253,ALFK2,155261.92355914,465422.59401944,com painel abrigo, , ,D:\SIG\FOTOS\ALFK2.TIF,RUA ALFREDO KEILL,PORTO,FOZ DO DOURO,C2,ALFREDO KEIL,Alfredo Keil,05011300003,RAKEI0,05,00003,0113,-8.666145399750308,41.15672203091194
215,5254,RALG,160666.99251722,465706.1621684,PARAGEM SEM ABRIGO, , ,D:\SIG\FOTOS\ALG.TIF,RUA LATINO COELHO,PORTO,BONFIM,C1,R. DA ALEGRIA,R. da Alegria,02011300009,RLCOE0,02,00009,0113,-8.60177174221053,41.159556457150906
